approve,id,label,kind,unit_id,era_id,region_primary,region_others,year_from,year_to,year_precision,exam_weight,prereq_ids,why_confusable,note
,kc.indiacol.conquest_order,イギリスがインドを支配する過程の順序,chronology,wh.4.3.2,2,南アジア,西欧,1757,1858,exact,1.6,kc.mughal.decline_causes,プラッシーの戦い・ベンガルの徴税権獲得・マイソール戦争・シク戦争・シパーヒーの反乱・直接統治という順序が崩れる,
,kc.indiacol.sepoy_mutiny,シパーヒーの反乱が体制を変えた因果,causal,wh.4.3.2,2,南アジア,西欧,1857,1877,exact,1.6,kc.indiacol.conquest_order,反乱の結果、東インド会社が解散しムガル皇帝が廃されて直接統治に変わるという3つの帰結が並べられない,
,kc.indiacol.zamindari_vs_ryotwari,地税制度の2つの型,distinction,wh.4.3.2,2,南アジア,,1793,1820,exact,1.4,kc.indiacol.conquest_order,ザミンダーリー制（領主に納税させる・ベンガル）とライヤットワーリー制（自作農から直接・南インド）の対応と地域が入れ替わる,
,kc.indiacol.deindustrialization,インドが原料供給地に変えられた因果,causal,wh.4.3.2,2,南アジア,西欧,1813,1900,century,1.5,kc.indiacol.zamindari_vs_ryotwari,イギリス綿製品の流入で在来の綿織物業が破壊され、代わりに綿花・藍・アヘンを作らされるという転換が見えない,
,kc.indiacol.congress_shift,インド国民会議の性格の変化,fact,wh.4.3.2,2,南アジア,,1885,1906,exact,1.4,kc.indiacol.sepoy_mutiny,当初は親英的な諮問機関だったものが、ベンガル分割令をきっかけに反英へ転じたという変化が抜ける,
,kc.qingfall.opium_war_causes,アヘン戦争が起きた要因,causal,wh.4.3.3,2,中国,西欧;南アジア,1793,1842,exact,1.7,kc.mingqing.qing_territory_geo,片貿易による銀の流出をアヘンで埋めるという三角貿易の構造が、林則徐の取り締まりという契機と結びつかない,
,kc.qingfall.unequal_treaties,不平等条約が積み重なる順序,chronology,wh.4.3.3,2,中国,西欧;東欧・ロシア,1842,1860,exact,1.6,kc.qingfall.opium_war_causes,南京条約・虎門寨追加条約・アロー戦争・天津条約・北京条約で何が加わったか（開港・領事裁判権・関税自主権の喪失・公使駐在）が崩れる,
,kc.qingfall.taiping,太平天国の乱が清を変質させた因果,causal,wh.4.3.3,2,中国,,1851,1864,exact,1.5,kc.qingfall.unequal_treaties,郷勇（湘軍・淮軍）による鎮圧が漢人官僚の台頭を招き、洋務運動につながるという流れが切れる,
,kc.qingfall.yangwu_vs_meiji,洋務運動と明治維新の違い,distinction,wh.4.3.3,2,中国,日本,1861,1895,exact,1.7,kc.qingfall.taiping,「中体西用」で技術だけを取り入れた清と、制度そのものを変えた日本の差が、日清戦争の結果と結びつかない,
,kc.qingfall.spheres_geo,列強の中国分割と勢力範囲,geo,wh.4.3.3,2,中国,西欧;東欧・ロシア;日本,1895,1900,exact,1.6,kc.qingfall.yangwu_vs_meiji,膠州湾（ドイツ）・旅順と大連（ロシア）・威海衛と九龍（イギリス）・広州湾（フランス）の対応と位置が入れ替わる,
,kc.qingfall.opening_chain,東アジアの開国が連鎖した因果,causal,wh.4.3.3,2,東アジア,中国;日本;朝鮮,1842,1876,exact,1.4,kc.qingfall.unequal_treaties,中国の敗北→日本の開国→日本による朝鮮の開国（江華島事件・日朝修好条規）という連鎖が、それぞれ別の事件として覚えられる,
,kc.imperialism.causes,帝国主義が生まれた要因,causal,wh.4.4.1,2,西欧,,1873,1900,exact,1.6,kc.industrial.labour_to_socialism,大不況による市場の必要・資本輸出・第2次産業革命という経済的条件が、「植民地を取り合った」という結果の記述に置き換わる,
,kc.imperialism.second_industrial,第1次産業革命と第2次産業革命の違い,distinction,wh.4.4.1,2,西欧,北アメリカ,1870,1900,century,1.5,kc.imperialism.causes,石炭・鉄・蒸気（第1次）と石油・電気・鋼鉄・化学（第2次）の対応と、主導国がイギリスからドイツ・アメリカへ移った点が抜ける,
,kc.imperialism.alliance_order,三国同盟と三国協商が固まる順序,chronology,wh.4.4.1,2,西欧,東欧・ロシア,1882,1907,exact,1.7,kc.unification.bismarck_system,ビスマルク失脚後に露仏同盟・英仏協商・英露協商と包囲網が組み上がる順序と、イギリスが光栄ある孤立を捨てた理由が崩れる,
,kc.imperialism.weltpolitik,ドイツの世界政策が対立を激化させた因果,causal,wh.4.4.1,2,西欧,アナトリア・シリア;サハラ以南アフリカ,1890,1911,exact,1.5,kc.imperialism.alliance_order,3B政策と海軍増強がイギリスの3C政策と衝突し、モロッコ事件を2度招くという筋が結びつかない,
,kc.imperialism.3b_3c_geo,3B政策と3C政策の経路,geo,wh.4.4.1,2,アナトリア・シリア,西欧;サハラ以南アフリカ;南アジア,1899,1914,exact,1.5,kc.imperialism.weltpolitik,ベルリン・ビザンティウム・バグダードと、カイロ・ケープタウン・カルカッタが、どこで交差するのかが地図で描けない,
,kc.imperialism.us_vs_russia,アメリカとロシアの膨張の方向の違い,distinction,wh.4.4.1,2,北アメリカ,東アジア;東欧・ロシア,1898,1905,exact,1.4,kc.imperialism.causes,米西戦争からフィリピン領有・門戸開放宣言へ進むアメリカと、シベリア鉄道から満洲へ南下するロシアの経路が混ざる,
,kc.partition.africa_order,アフリカ分割が進む順序,chronology,wh.4.4.2,2,サハラ以南アフリカ,西欧,1884,1912,exact,1.5,,ベルリン会議で先占の原則が決まり、その後にファショダ事件・南アフリカ戦争・モロッコ事件が続く順序が崩れる,
,kc.partition.longitudinal_geo,縦断政策と横断政策の経路,geo,wh.4.4.2,2,サハラ以南アフリカ,西欧;エジプト・北アフリカ,1881,1898,exact,1.7,kc.partition.africa_order,イギリスの縦断（カイロ－ケープタウン）とフランスの横断（サハラ－ジブチ）が、ファショダで交差するという構図が地図で描けない,
,kc.partition.two_independent,独立を保った2国,fact,wh.4.4.2,2,サハラ以南アフリカ,南欧・地中海;北アメリカ,1847,1912,exact,1.4,kc.partition.africa_order,エチオピア（アドワの戦いでイタリアを撃退）とリベリア（解放奴隷の入植地）という、独立を保てた理由の違いが抜ける,
,kc.partition.boer_war,南アフリカ戦争が起きた要因,causal,wh.4.4.2,2,サハラ以南アフリカ,西欧,1899,1902,exact,1.4,kc.partition.longitudinal_geo,ダイヤモンドと金の鉱脈の発見が、ブール人の共和国を併合する動機になったという経済的な筋が抜ける,
,kc.partition.pacific_geo,太平洋地域の分割,geo,wh.4.4.2,2,東南アジア,北アメリカ;西欧,1840,1902,exact,1.3,kc.partition.africa_order,オーストラリアとニュージーランド（イギリス）、フィリピン・ハワイ・グアム（アメリカ）、ニューギニア（ドイツとオランダ）の対応が入れ替わる,
,kc.partition.sea_colonies,東南アジアの植民地化の型の違い,distinction,wh.4.4.2,2,東南アジア,西欧,1830,1900,exact,1.5,kc.partition.pacific_geo,オランダの強制栽培制度・イギリスの海峡植民地・フランス領インドシナ・アメリカのフィリピンと、タイだけが独立を保てた理由が整理されない,
,kc.asianation.boxer,義和団事件が清の運命を決めた因果,causal,wh.4.4.3,2,中国,西欧;日本;東欧・ロシア,1899,1901,exact,1.5,kc.qingfall.spheres_geo,排外運動に清朝が便乗して敗れ、北京議定書で巨額の賠償と外国軍の駐留を認めた結果、王朝の権威が失われるという筋が抜ける,
,kc.asianation.xinhai_order,辛亥革命に至る順序,chronology,wh.4.4.3,2,中国,日本,1894,1912,exact,1.6,kc.asianation.boxer,興中会・中国同盟会・光緒新政・四川暴動・武昌蜂起・中華民国成立・袁世凱の大総統就任という順序が崩れる,
,kc.asianation.leaders,各国の民族運動の担い手の違い,distinction,wh.4.4.3,2,南アジア,東南アジア;アナトリア・シリア,1885,1908,exact,1.4,kc.indiacol.congress_shift,インド国民会議（英語教育を受けた知識人）・ベトナムのファン=ボイ=チャウ（東遊運動）・青年トルコ人（軍人）という担い手の性格の違いが混ざる,
,kc.asianation.russo_japanese_impact,日露戦争がアジアに与えた影響,causal,wh.4.4.3,2,東アジア,南アジア;アナトリア・シリア;メソポタミア・イラン,1905,1911,exact,1.5,kc.asianation.leaders,アジアの一国が列強に勝ったという事実が、イラン立憲革命・青年トルコ革命・インドの反英運動を刺激したという波及が見えない,
,kc.asianation.three_principles,三民主義の内容,fact,wh.4.4.3,2,中国,,1905,1912,exact,1.3,kc.asianation.xinhai_order,民族・民権・民生という3本柱の中身（清朝打倒／共和政の樹立／土地問題の解決）が対応しない,
,kc.ww1.causes,第一次世界大戦が起きた要因,causal,wh.4.5.1,3,東欧・ロシア,西欧;アナトリア・シリア,1908,1914,exact,1.7,kc.imperialism.alliance_order,サライェヴォ事件という引き金と、バルカンをめぐるパン=スラヴ主義とパン=ゲルマン主義の対立という構造が、原因として区別されない,
,kc.ww1.total_war,従来の戦争と総力戦の違い,distinction,wh.4.5.1,3,西欧,,1914,1918,exact,1.7,kc.ww1.causes,塹壕戦の長期化が国民経済と社会全体の動員を必要としたことと、その結果として女性の社会進出や植民地の動員が起きた点が結びつかない,
,kc.ww1.turning_points,大戦の転機の順序,chronology,wh.4.5.1,3,西欧,東欧・ロシア;北アメリカ,1914,1918,exact,1.5,kc.ww1.total_war,マルヌの戦い・イタリアの離反・無制限潜水艦作戦・アメリカ参戦・ロシアの単独講和という転機の順序が崩れる,
,kc.ww1.british_promises,イギリスの三枚舌外交,fact,wh.4.5.1,3,アナトリア・シリア,アラビア半島;西欧,1915,1917,exact,1.6,kc.ww1.turning_points,フセイン=マクマホン協定・サイクス=ピコ協定・バルフォア宣言の相手と内容が入れ替わり、パレスチナ問題の起点だという意味も落ちる,
,kc.ww1.fronts_geo,大戦の戦線の位置,geo,wh.4.5.1,3,西欧,東欧・ロシア;アナトリア・シリア,1914,1918,exact,1.3,kc.ww1.turning_points,西部戦線（塹壕で膠着）と東部戦線（大きく動く）の性格の違いと、ガリポリやバルカン戦線の位置が結びつかない,
,kc.ww1.empires_collapse,大戦が帝国を解体させた因果,causal,wh.4.5.1,3,東欧・ロシア,アナトリア・シリア;西欧,1917,1922,exact,1.6,kc.ww1.turning_points,ロシア・ドイツ・オーストリア=ハンガリー・オスマンの4帝国が同時に消えたことと、民族自決の原則が結びつかない,
,kc.rusrev.two_revolutions,二月革命から十月革命までの順序,chronology,wh.4.5.2,3,東欧・ロシア,,1917,1918,exact,1.7,kc.ww1.turning_points,二月革命で臨時政府とソヴィエトの二重権力が生まれ、四月テーゼを経て十月革命に至るという段階が一つに潰れる,
,kc.rusrev.bolshevik_causes,ボリシェヴィキが権力を握れた要因,causal,wh.4.5.2,3,東欧・ロシア,,1917,1917,exact,1.6,kc.rusrev.two_revolutions,「平和・土地・パン」という要求が、戦争継続を選んだ臨時政府への不満と噛み合ったという構図が抜ける,
,kc.rusrev.war_communism_vs_nep,戦時共産主義とネップの違い,distinction,wh.4.5.2,3,東欧・ロシア,,1918,1928,exact,1.6,kc.rusrev.bolshevik_causes,強制的な穀物徴発と、小規模な私営や余剰の販売を認める緩和策という方向の違いが、どちらも「社会主義建設」で一括りにされる,
,kc.rusrev.intervention,諸外国の干渉が革命政権を固めた因果,causal,wh.4.5.2,3,東欧・ロシア,西欧;日本;北アメリカ,1918,1922,exact,1.4,kc.rusrev.bolshevik_causes,対ソ干渉戦争と内戦への対応が赤軍と秘密警察の強化を招き、一党支配が固まるという逆説が見えない,
,kc.rusrev.ussr_and_comintern,ソ連の成立とコミンテルン,fact,wh.4.5.2,3,東欧・ロシア,西欧;東アジア,1919,1922,exact,1.3,kc.rusrev.intervention,世界革命を担う組織（コミンテルン）と連邦国家ソ連の成立が同時期であることと、それが各国共産党の設立につながる点が抜ける,
,kc.versailles.two_systems,ヴェルサイユ体制とワシントン体制の違い,distinction,wh.4.5.3,3,西欧,北アメリカ;東アジア,1919,1922,exact,1.6,kc.ww1.empires_collapse,ヨーロッパの戦後処理（ヴェルサイユ）とアジア太平洋の秩序（ワシントン）が別の体制であることと、日本がどちらでも制約を受けた点が混ざる,
,kc.versailles.german_terms,ヴェルサイユ条約がドイツに課したもの,fact,wh.4.5.3,3,西欧,,1919,1921,exact,1.6,kc.versailles.two_systems,全植民地の放棄・アルザス=ロレーヌの返還・軍備制限・巨額の賠償金という4点が並べられず、のちのナチス台頭との因果も切れる,
,kc.versailles.league_weakness,国際連盟が機能しなかった要因,causal,wh.4.5.3,3,西欧,北アメリカ,1920,1935,exact,1.6,kc.versailles.two_systems,アメリカの不参加・ソ連とドイツの排除・全会一致制・軍事的制裁手段の欠如という4つの弱点が挙げられない,
,kc.versailles.new_states_geo,大戦後の東欧に生まれた国,geo,wh.4.5.3,3,東欧・ロシア,西欧,1918,1920,exact,1.5,kc.versailles.two_systems,ポーランド・チェコスロヴァキア・ハンガリー・ユーゴスラヴィア・バルト三国の位置と、民族自決が適用されなかった地域が地図で区別できない,
,kc.versailles.mandate_system,委任統治がアラブの不信を生んだ因果,causal,wh.4.5.3,3,アナトリア・シリア,アラビア半島;西欧,1920,1932,exact,1.4,kc.ww1.british_promises,独立の約束が委任統治という形の支配に置き換わったことが、現在まで続く中東問題の起点だという意味づけが抜ける,
,kc.versailles.cooperation_order,1920年代の国際協調の順序,chronology,wh.4.5.3,3,西欧,北アメリカ,1924,1929,exact,1.4,kc.versailles.league_weakness,ドーズ案・ロカルノ条約・不戦条約・ヤング案の順序と、それぞれが何を解決しようとしたのかが崩れる,
,kc.depression.spread,世界恐慌が世界へ広がった因果,causal,wh.4.6.1,3,北アメリカ,西欧;東アジア,1929,1933,exact,1.7,kc.versailles.cooperation_order,アメリカの資本引き揚げがドイツの賠償支払いを止め、ヨーロッパ全体へ連鎖するという経路が見えない,
,kc.depression.responses,各国の恐慌対策の違い,distinction,wh.4.6.1,3,北アメリカ,西欧;東アジア,1932,1936,exact,1.7,kc.depression.spread,ニューディール（アメリカ）・ブロック経済（イギリスとフランス）・侵略による解決（ドイツ・イタリア・日本）という3つの型に整理されない,
,kc.depression.fascism_causes,ファシズムが支持された要因,causal,wh.4.6.1,3,西欧,南欧・地中海,1922,1933,exact,1.7,kc.depression.responses,中間層の没落と共産主義への恐怖という社会的条件が、「独裁者が現れた」という人物中心の説明に置き換わる,
,kc.depression.italy_vs_germany,イタリアとドイツのファシズムの違い,distinction,wh.4.6.1,3,南欧・地中海,西欧,1922,1939,exact,1.4,kc.depression.fascism_causes,成立の時期と経緯（ローマ進軍／合法的な政権獲得と全権委任法）の違いが混ざる,
,kc.depression.german_revision,ドイツが条約を破棄していく順序,chronology,wh.4.6.1,3,西欧,東欧・ロシア,1933,1939,exact,1.6,kc.depression.italy_vs_germany,国際連盟脱退・再軍備宣言・ラインラント進駐・オーストリア併合・ミュンヘン会談・独ソ不可侵条約の順序が崩れる,
,kc.depression.appeasement,宥和政策がとられた因果,causal,wh.4.6.1,3,西欧,東欧・ロシア,1935,1939,exact,1.5,kc.depression.german_revision,大戦の記憶と共産主義への警戒という動機が抜け、単に「イギリスとフランスが弱腰だった」で片づけられる,
,kc.ww2.turning_points,戦争の拡大と転機の順序,chronology,wh.4.6.2,3,西欧,東欧・ロシア;北アメリカ;東アジア,1939,1945,exact,1.7,kc.depression.german_revision,ポーランド侵攻・独ソ戦・真珠湾・ミッドウェー・スターリングラード・ノルマンディーという転機の順序と、どの戦線の話かが崩れる,
,kc.ww2.axis_vs_allies,枢軸国と連合国の性格の違い,distinction,wh.4.6.2,3,西欧,北アメリカ;東欧・ロシア;東アジア,1940,1945,exact,1.4,kc.ww2.turning_points,反共を掲げた枢軸国に対し、連合国が資本主義と社会主義の連合だったという組み合わせの特異さが見えない,
,kc.ww2.axis_extent_geo,枢軸国の最大勢力圏,geo,wh.4.6.2,3,西欧,東欧・ロシア;サハラ以南アフリカ;東南アジア,1942,1942,exact,1.5,kc.ww2.turning_points,ドイツがどこまで進んだか（北アフリカ・スターリングラード）と、日本の南方進出の範囲が同じ地図の上に置けない,
,kc.ww2.eastern_front,独ソ戦が戦局を決めた因果,causal,wh.4.6.2,3,東欧・ロシア,西欧,1941,1945,exact,1.5,kc.ww2.axis_extent_geo,ドイツの主力が東部戦線に拘束されたことが、西側の反攻を可能にしたという関係が抜ける,
,kc.ww2.conferences,戦後構想を決めた会談,fact,wh.4.6.2,3,東欧・ロシア,北アメリカ;西欧,1941,1945,exact,1.6,kc.ww2.turning_points,大西洋憲章・カイロ・テヘラン・ヤルタ・ポツダムの参加者と決定事項の対応が崩れる,
,kc.ww2.holocaust,ホロコーストに至る段階,causal,wh.4.6.2,3,西欧,東欧・ロシア,1935,1945,exact,1.5,kc.ww2.axis_vs_allies,ニュルンベルク法から強制収容所へ至る段階的な過程が抜け、戦争の副産物として扱われてしまう,
